subject	predicate	object
Customer15728693	Age	Age43
Customer15728693	Geography	GeographyGermany
Customer15728693	Tenure	Tenure3
Customer15728693	NumOfProducts	NumOfProducts1
Customer15728693	HasCrCard	HasCrCardYes
Customer15728693	IsActiveMember	IsActiveMemberYes
Customer15656300	Gender	GenderMale
Customer15656300	Age	Age29
Customer15656300	Geography	GeographyFrance
Customer15656300	Tenure	Tenure0
Customer15656300	NumOfProducts	NumOfProducts2
Customer15656300	HasCrCard	HasCrCardYes
Customer15656300	IsActiveMember	IsActiveMemberYes
Customer15589475	Gender	GenderFemale
Customer15589475	Age	Age39
Customer15589475	Geography	GeographySpain
Customer15589475	Tenure	Tenure3
Customer15589475	NumOfProducts	NumOfProducts3
Customer15589475	HasCrCard	HasCrCardYes
Customer15589475	IsActiveMember	IsActiveMemberNo
Customer15706552	Gender	GenderMale
Customer15706552	Age	Age36
Customer15706552	Geography	GeographyFrance
Customer15706552	Tenure	Tenure7
Customer15706552	NumOfProducts	NumOfProducts1
Customer15706552	HasCrCard	HasCrCardNo
Customer15706552	IsActiveMember	IsActiveMemberYes
Customer15750181	Gender	GenderMale
Customer15750181	Age	Age41
Customer15750181	Geography	GeographyGermany
Customer15750181	Tenure	Tenure9
Customer15750181	NumOfProducts	NumOfProducts2
Customer15750181	HasCrCard	HasCrCardNo
Customer15750181	IsActiveMember	IsActiveMemberNo
Customer15659428	Gender	GenderFemale
Customer15659428	Age	Age42
Customer15659428	Geography	GeographySpain
Customer15659428	Tenure	Tenure6
Customer15659428	NumOfProducts	NumOfProducts2
Customer15659428	HasCrCard	HasCrCardYes
Customer15659428	IsActiveMember	IsActiveMemberYes
Customer15732963	Gender	GenderFemale
Customer15732963	Age	Age29
Customer15732963	Geography	GeographySpain
Customer15732963	Tenure	Tenure9
Customer15732963	NumOfProducts	NumOfProducts2
Customer15732963	HasCrCard	HasCrCardYes
Customer15732963	IsActiveMember	IsActiveMemberYes
Customer15794171	Gender	GenderFemale
Customer15794171	Age	Age45
Customer15794171	Geography	GeographyFrance
Customer15794171	Tenure	Tenure0
Customer15794171	NumOfProducts	NumOfProducts1
Customer15794171	HasCrCard	HasCrCardYes
Customer15794171	IsActiveMember	IsActiveMemberNo
Customer15788448	Gender	GenderMale
Customer15788448	Age	Age31
Customer15788448	Geography	GeographySpain
Customer15788448	Tenure	Tenure3
Customer15788448	NumOfProducts	NumOfProducts1
Customer15788448	HasCrCard	HasCrCardNo
Customer15788448	IsActiveMember	IsActiveMemberYes
Customer15729599	Gender	GenderMale
Customer15729599	Age	Age33
Customer15729599	Geography	GeographySpain
Customer15729599	Tenure	Tenure7
Customer15729599	NumOfProducts	NumOfProducts1
Customer15729599	HasCrCard	HasCrCardNo
Customer15729599	IsActiveMember	IsActiveMemberYes
Customer15717426	Gender	GenderMale
Customer15717426	Age	Age36
Customer15717426	Geography	GeographyFrance
Customer15717426	Tenure	Tenure7
Customer15717426	NumOfProducts	NumOfProducts1
Customer15717426	HasCrCard	HasCrCardYes
Customer15717426	IsActiveMember	IsActiveMemberYes
Customer15585768	Gender	GenderMale
Customer15585768	Age	Age41
Customer15585768	Geography	GeographyGermany
Customer15585768	Tenure	Tenure6
Customer15585768	NumOfProducts	NumOfProducts2
Customer15585768	HasCrCard	HasCrCardNo
Customer15585768	IsActiveMember	IsActiveMemberYes
Customer15619360	Gender	GenderMale
Customer15619360	Age	Age40
Customer15619360	Geography	GeographySpain
Customer15619360	Tenure	Tenure4
Customer15619360	NumOfProducts	NumOfProducts1
Customer15619360	HasCrCard	HasCrCardYes
Customer15619360	IsActiveMember	IsActiveMemberNo
Customer15738148	Gender	GenderFemale
Customer15738148	Age	Age51
Customer15738148	Geography	GeographyFrance
Customer15738148	Tenure	Tenure8
Customer15738148	NumOfProducts	NumOfProducts1
Customer15738148	HasCrCard	HasCrCardNo
Customer15738148	IsActiveMember	IsActiveMemberNo
Customer15687946	Gender	GenderFemale
Customer15687946	Age	Age61
Customer15687946	Geography	GeographyFrance
Customer15687946	Tenure	Tenure2
Customer15687946	NumOfProducts	NumOfProducts1
Customer15687946	HasCrCard	HasCrCardYes
Customer15687946	IsActiveMember	IsActiveMemberYes
Customer15755196	Gender	GenderFemale
Customer15755196	Age	Age49
Customer15755196	Geography	GeographyFrance
Customer15755196	Tenure	Tenure2
Customer15755196	NumOfProducts	NumOfProducts1
Customer15755196	HasCrCard	HasCrCardNo
Customer15755196	IsActiveMember	IsActiveMemberNo
Customer15684171	Gender	GenderFemale
Customer15684171	Age	Age61
Customer15684171	Geography	GeographySpain
Customer15684171	Tenure	Tenure5
Customer15684171	NumOfProducts	NumOfProducts1
Customer15684171	HasCrCard	HasCrCardYes
Customer15684171	IsActiveMember	IsActiveMemberYes
Customer15754849	Gender	GenderFemale
Customer15754849	Age	Age32
Customer15754849	Geography	GeographyGermany
Customer15754849	Tenure	Tenure4
Customer15754849	NumOfProducts	NumOfProducts2
Customer15754849	HasCrCard	HasCrCardYes
Customer15754849	IsActiveMember	IsActiveMemberYes
Customer15602280	Gender	GenderFemale
Customer15602280	Age	Age27
Customer15602280	Geography	GeographyGermany
Customer15602280	Tenure	Tenure9
Customer15602280	NumOfProducts	NumOfProducts1
Customer15602280	HasCrCard	HasCrCardYes
Customer15602280	IsActiveMember	IsActiveMemberYes
Customer15771573	Gender	GenderFemale
Customer15771573	Age	Age39
Customer15771573	Geography	GeographyGermany
Customer15771573	Tenure	Tenure9
Customer15771573	NumOfProducts	NumOfProducts1
Customer15771573	HasCrCard	HasCrCardYes
Customer15771573	IsActiveMember	IsActiveMemberYes
Customer15766205	Gender	GenderMale
Customer15766205	Age	Age38
Customer15766205	Geography	GeographyGermany
Customer15766205	Tenure	Tenure2
Customer15766205	NumOfProducts	NumOfProducts1
Customer15766205	HasCrCard	HasCrCardNo
Customer15766205	IsActiveMember	IsActiveMemberYes
Customer15771873	Gender	GenderFemale
Customer15771873	Age	Age37
Customer15771873	Geography	GeographyGermany
Customer15771873	Tenure	Tenure2
Customer15771873	NumOfProducts	NumOfProducts2
Customer15771873	HasCrCard	HasCrCardYes
Customer15771873	IsActiveMember	IsActiveMemberNo
Customer15616550	Gender	GenderMale
Customer15616550	Age	Age44
Customer15616550	Geography	GeographyGermany
Customer15616550	Tenure	Tenure10
Customer15616550	NumOfProducts	NumOfProducts2
Customer15616550	HasCrCard	HasCrCardYes
Customer15616550	IsActiveMember	IsActiveMemberNo
Customer15768193	Gender	GenderMale
Customer15768193	Age	Age36
Customer15768193	Geography	GeographyGermany
Customer15768193	Tenure	Tenure5
Customer15768193	NumOfProducts	NumOfProducts2
Customer15768193	HasCrCard	HasCrCardNo
Customer15768193	IsActiveMember	IsActiveMemberNo
Customer15683553	Gender	GenderFemale
Customer15683553	Age	Age33
Customer15683553	Geography	GeographyFrance
Customer15683553	Tenure	Tenure5
Customer15683553	NumOfProducts	NumOfProducts2
Customer15683553	HasCrCard	HasCrCardNo
Customer15683553	IsActiveMember	IsActiveMemberNo
Customer15702298	Gender	GenderMale
Customer15702298	Age	Age41
Customer15702298	Geography	GeographyGermany
Customer15702298	Tenure	Tenure8
Customer15702298	NumOfProducts	NumOfProducts1
Customer15702298	HasCrCard	HasCrCardNo
Customer15702298	IsActiveMember	IsActiveMemberNo
Customer15569590	Gender	GenderMale
Customer15569590	Age	Age42
Customer15569590	Geography	GeographyGermany
Customer15569590	Tenure	Tenure1
Customer15569590	NumOfProducts	NumOfProducts1
Customer15569590	HasCrCard	HasCrCardYes
Customer15569590	IsActiveMember	IsActiveMemberNo
Customer15760861	Gender	GenderMale
Customer15760861	Age	Age43
Customer15760861	Geography	GeographyFrance
Customer15760861	Tenure	Tenure1
Customer15760861	NumOfProducts	NumOfProducts1
Customer15760861	HasCrCard	HasCrCardYes
Customer15760861	IsActiveMember	IsActiveMemberYes
Customer15630053	Gender	GenderMale
Customer15630053	Age	Age45
Customer15630053	Geography	GeographyFrance
Customer15630053	Tenure	Tenure5
Customer15630053	NumOfProducts	NumOfProducts1
Customer15630053	HasCrCard	HasCrCardYes
Customer15630053	IsActiveMember	IsActiveMemberNo
Customer15647091	Gender	GenderMale
Customer15647091	Age	Age19
Customer15647091	Geography	GeographyGermany
Customer15647091	Tenure	Tenure0
Customer15647091	NumOfProducts	NumOfProducts1
Customer15647091	HasCrCard	HasCrCardNo
Customer15647091	IsActiveMember	IsActiveMemberNo
Customer15623944	Gender	GenderFemale
Customer15623944	Age	Age66
Customer15623944	Geography	GeographySpain
Customer15623944	Tenure	Tenure4
Customer15623944	NumOfProducts	NumOfProducts1
Customer15623944	HasCrCard	HasCrCardYes
Customer15623944	IsActiveMember	IsActiveMemberNo
Customer15804771	Gender	GenderMale
Customer15804771	Age	Age51
Customer15804771	Geography	GeographyFrance
Customer15804771	Tenure	Tenure4
Customer15804771	NumOfProducts	NumOfProducts1
Customer15804771	HasCrCard	HasCrCardYes
Customer15804771	IsActiveMember	IsActiveMemberYes
Customer15651280	Gender	GenderMale
Customer15651280	Age	Age35
Customer15651280	Geography	GeographyGermany
Customer15651280	Tenure	Tenure5
Customer15651280	NumOfProducts	NumOfProducts1
Customer15651280	HasCrCard	HasCrCardNo
Customer15651280	IsActiveMember	IsActiveMemberNo
Customer15773469	Gender	GenderFemale
Customer15773469	Age	Age27
Customer15773469	Geography	GeographyGermany
Customer15773469	Tenure	Tenure9
Customer15773469	NumOfProducts	NumOfProducts2
Customer15773469	HasCrCard	HasCrCardNo
Customer15773469	IsActiveMember	IsActiveMemberNo
Customer15702014	Gender	GenderMale
Customer15702014	Age	Age33
Customer15702014	Geography	GeographySpain
Customer15702014	Tenure	Tenure1
Customer15702014	NumOfProducts	NumOfProducts2
Customer15702014	HasCrCard	HasCrCardNo
Customer15702014	IsActiveMember	IsActiveMemberNo
Customer15751208	Gender	GenderMale
Customer15751208	Age	Age56
Customer15751208	Geography	GeographySpain
Customer15751208	Tenure	Tenure8
Customer15751208	NumOfProducts	NumOfProducts1
Customer15751208	HasCrCard	HasCrCardYes
Customer15751208	IsActiveMember	IsActiveMemberYes
Customer15592461	Gender	GenderMale
Customer15592461	Age	Age26
Customer15592461	Geography	GeographyGermany
Customer15592461	Tenure	Tenure4
Customer15592461	NumOfProducts	NumOfProducts1
Customer15592461	HasCrCard	HasCrCardYes
Customer15592461	IsActiveMember	IsActiveMemberYes
Customer15789484	Gender	GenderFemale
Customer15789484	Age	Age36
Customer15789484	Geography	GeographyGermany
Customer15789484	Tenure	Tenure6
Customer15789484	NumOfProducts	NumOfProducts2
Customer15789484	HasCrCard	HasCrCardYes
Customer15789484	IsActiveMember	IsActiveMemberYes
Customer15696061	Gender	GenderFemale
Customer15696061	Age	Age34
Customer15696061	Geography	GeographyGermany
Customer15696061	Tenure	Tenure1
Customer15696061	NumOfProducts	NumOfProducts1
Customer15696061	HasCrCard	HasCrCardYes
Customer15696061	IsActiveMember	IsActiveMemberNo
Customer15641582	Gender	GenderMale
Customer15641582	Age	Age43
Customer15641582	Geography	GeographyGermany
Customer15641582	Tenure	Tenure10
Customer15641582	NumOfProducts	NumOfProducts2
Customer15641582	HasCrCard	HasCrCardYes
Customer15641582	IsActiveMember	IsActiveMemberYes
Customer15638424	Gender	GenderFemale
Customer15638424	Age	Age35
Customer15638424	Geography	GeographyGermany
Customer15638424	Tenure	Tenure5
Customer15638424	NumOfProducts	NumOfProducts2
Customer15638424	HasCrCard	HasCrCardNo
Customer15638424	IsActiveMember	IsActiveMemberYes
Customer15755648	Gender	GenderFemale
Customer15755648	Age	Age21
Customer15755648	Geography	GeographyFrance
Customer15755648	Tenure	Tenure8
Customer15755648	NumOfProducts	NumOfProducts1
Customer15755648	HasCrCard	HasCrCardYes
Customer15755648	IsActiveMember	IsActiveMemberNo
Customer15703793	Gender	GenderMale
Customer15703793	Age	Age58
Customer15703793	Geography	GeographyGermany
Customer15703793	Tenure	Tenure2
Customer15703793	NumOfProducts	NumOfProducts4
Customer15703793	HasCrCard	HasCrCardYes
Customer15703793	IsActiveMember	IsActiveMemberNo
Customer15620344	Gender	GenderMale
Customer15620344	Age	Age29
Customer15620344	Geography	GeographyFrance
Customer15620344	Tenure	Tenure6
Customer15620344	NumOfProducts	NumOfProducts1
Customer15620344	HasCrCard	HasCrCardYes
Customer15620344	IsActiveMember	IsActiveMemberNo
Customer15812518	Gender	GenderFemale
Customer15812518	Age	Age37
Customer15812518	Geography	GeographySpain
Customer15812518	Tenure	Tenure0
Customer15812518	NumOfProducts	NumOfProducts1
Customer15812518	HasCrCard	HasCrCardNo
Customer15812518	IsActiveMember	IsActiveMemberYes
Customer15779052	Gender	GenderFemale
Customer15779052	Age	Age25
Customer15779052	Geography	GeographyGermany
Customer15779052	Tenure	Tenure5
Customer15779052	NumOfProducts	NumOfProducts2
Customer15779052	HasCrCard	HasCrCardYes
Customer15779052	IsActiveMember	IsActiveMemberYes
Customer15770811	Gender	GenderMale
Customer15770811	Age	Age36
Customer15770811	Geography	GeographyFrance
Customer15770811	Tenure	Tenure9
Customer15770811	NumOfProducts	NumOfProducts2
Customer15770811	HasCrCard	HasCrCardNo
Customer15770811	IsActiveMember	IsActiveMemberYes
Customer15780961	Gender	GenderFemale
Customer15780961	Age	Age21
Customer15780961	Geography	GeographyFrance
Customer15780961	Tenure	Tenure1
Customer15780961	NumOfProducts	NumOfProducts2
Customer15780961	HasCrCard	HasCrCardYes
Customer15780961	IsActiveMember	IsActiveMemberNo
Customer15614049	Gender	GenderMale
Customer15614049	Age	Age55
Customer15614049	Geography	GeographyFrance
Customer15614049	Tenure	Tenure8
Customer15614049	NumOfProducts	NumOfProducts2
Customer15614049	HasCrCard	HasCrCardYes
Customer15614049	IsActiveMember	IsActiveMemberYes
Customer15662085	Gender	GenderFemale
Customer15662085	Age	Age32
Customer15662085	Geography	GeographyFrance
Customer15662085	Tenure	Tenure9
Customer15662085	NumOfProducts	NumOfProducts1
Customer15662085	HasCrCard	HasCrCardYes
Customer15662085	IsActiveMember	IsActiveMemberYes
Customer15575185	Gender	GenderMale
Customer15575185	Age	Age33
Customer15575185	Geography	GeographySpain
Customer15575185	Tenure	Tenure5
Customer15575185	NumOfProducts	NumOfProducts1
Customer15575185	HasCrCard	HasCrCardNo
Customer15575185	IsActiveMember	IsActiveMemberYes
Customer15803136	Gender	GenderFemale
Customer15803136	Age	Age41
Customer15803136	Geography	GeographyGermany
Customer15803136	Tenure	Tenure10
Customer15803136	NumOfProducts	NumOfProducts2
Customer15803136	HasCrCard	HasCrCardYes
Customer15803136	IsActiveMember	IsActiveMemberNo
Customer15706021	Gender	GenderFemale
Customer15706021	Age	Age34
Customer15706021	Geography	GeographyFrance
Customer15706021	Tenure	Tenure1
Customer15706021	NumOfProducts	NumOfProducts2
Customer15706021	HasCrCard	HasCrCardNo
Customer15706021	IsActiveMember	IsActiveMemberNo
Customer15663706	Gender	GenderFemale
Customer15663706	Age	Age32
Customer15663706	Geography	GeographyFrance
Customer15663706	Tenure	Tenure2
Customer15663706	NumOfProducts	NumOfProducts1
Customer15663706	HasCrCard	HasCrCardYes
Customer15663706	IsActiveMember	IsActiveMemberNo
Customer15641732	Gender	GenderFemale
Customer15641732	Age	Age36
Customer15641732	Geography	GeographyFrance
Customer15641732	Tenure	Tenure3
Customer15641732	NumOfProducts	NumOfProducts2
Customer15641732	HasCrCard	HasCrCardNo
Customer15641732	IsActiveMember	IsActiveMemberNo
Customer15701164	Gender	GenderFemale
Customer15701164	Age	Age34
Customer15701164	Geography	GeographyFrance
Customer15701164	Tenure	Tenure4
Customer15701164	NumOfProducts	NumOfProducts1
Customer15701164	HasCrCard	HasCrCardYes
Customer15701164	IsActiveMember	IsActiveMemberYes
Customer15738751	Gender	GenderFemale
Customer15738751	Age	Age46
Customer15738751	Geography	GeographyFrance
Customer15738751	Tenure	Tenure4
Customer15738751	NumOfProducts	NumOfProducts2
Customer15738751	HasCrCard	HasCrCardYes
Customer15738751	IsActiveMember	IsActiveMemberNo
Customer15805254	Gender	GenderFemale
Customer15805254	Age	Age75
Customer15805254	Geography	GeographySpain
Customer15805254	Tenure	Tenure10
Customer15805254	NumOfProducts	NumOfProducts2
Customer15805254	HasCrCard	HasCrCardYes
Customer15805254	IsActiveMember	IsActiveMemberYes
Customer15762418	Gender	GenderMale
Customer15762418	Age	Age22
Customer15762418	Geography	GeographySpain
Customer15762418	Tenure	Tenure3
Customer15762418	NumOfProducts	NumOfProducts1
Customer15762418	HasCrCard	HasCrCardYes
Customer15762418	IsActiveMember	IsActiveMemberNo
Customer15625759	Gender	GenderMale
Customer15625759	Age	Age30
Customer15625759	Geography	GeographyFrance
Customer15625759	Tenure	Tenure9
Customer15625759	NumOfProducts	NumOfProducts2
Customer15625759	HasCrCard	HasCrCardYes
Customer15625759	IsActiveMember	IsActiveMemberNo
Customer15622897	Gender	GenderFemale
Customer15622897	Age	Age46
Customer15622897	Geography	GeographyFrance
Customer15622897	Tenure	Tenure4
Customer15622897	NumOfProducts	NumOfProducts3
Customer15622897	HasCrCard	HasCrCardYes
Customer15622897	IsActiveMember	IsActiveMemberNo
Customer15767954	Gender	GenderFemale
Customer15767954	Age	Age28
Customer15767954	Geography	GeographyGermany
Customer15767954	Tenure	Tenure3
Customer15767954	NumOfProducts	NumOfProducts2
Customer15767954	HasCrCard	HasCrCardYes
Customer15767954	IsActiveMember	IsActiveMemberYes
Customer15757535	Gender	GenderFemale
Customer15757535	Age	Age44
Customer15757535	Geography	GeographySpain
Customer15757535	Tenure	Tenure5
Customer15757535	NumOfProducts	NumOfProducts3
Customer15757535	HasCrCard	HasCrCardYes
Customer15757535	IsActiveMember	IsActiveMemberYes
Customer15731511	Gender	GenderMale
Customer15731511	Age	Age45
Customer15731511	Geography	GeographyFrance
Customer15731511	Tenure	Tenure7
Customer15731511	NumOfProducts	NumOfProducts2
Customer15731511	HasCrCard	HasCrCardYes
Customer15731511	IsActiveMember	IsActiveMemberNo
Customer15809248	Gender	GenderFemale
Customer15809248	Age	Age36
Customer15809248	Geography	GeographyFrance
Customer15809248	Tenure	Tenure10
Customer15809248	NumOfProducts	NumOfProducts2
Customer15809248	HasCrCard	HasCrCardYes
Customer15809248	IsActiveMember	IsActiveMemberNo
Customer15640635	Gender	GenderMale
Customer15640635	Age	Age29
Customer15640635	Geography	GeographyFrance
Customer15640635	Tenure	Tenure8
Customer15640635	NumOfProducts	NumOfProducts2
Customer15640635	HasCrCard	HasCrCardYes
Customer15640635	IsActiveMember	IsActiveMemberYes
Customer15676966	Gender	GenderMale
Customer15676966	Age	Age42
Customer15676966	Geography	GeographySpain
Customer15676966	Tenure	Tenure4
Customer15676966	NumOfProducts	NumOfProducts2
Customer15676966	HasCrCard	HasCrCardNo
Customer15676966	IsActiveMember	IsActiveMemberYes
Customer15699461	Gender	GenderMale
Customer15699461	Age	Age35
Customer15699461	Geography	GeographySpain
Customer15699461	Tenure	Tenure10
Customer15699461	NumOfProducts	NumOfProducts1
Customer15699461	HasCrCard	HasCrCardNo
Customer15699461	IsActiveMember	IsActiveMemberYes
Customer15738721	Gender	GenderMale
Customer15738721	Age	Age41
Customer15738721	Geography	GeographySpain
Customer15738721	Tenure	Tenure9
Customer15738721	NumOfProducts	NumOfProducts1
Customer15738721	HasCrCard	HasCrCardNo
Customer15738721	IsActiveMember	IsActiveMemberYes
Customer15693683	Gender	GenderMale
Customer15693683	Age	Age29
Customer15693683	Geography	GeographyGermany
Customer15693683	Tenure	Tenure8
Customer15693683	NumOfProducts	NumOfProducts2
Customer15693683	HasCrCard	HasCrCardYes
Customer15693683	IsActiveMember	IsActiveMemberYes
Customer15604348	Gender	GenderMale
Customer15604348	Age	Age22
Customer15604348	Geography	GeographySpain
Customer15604348	Tenure	Tenure8
Customer15604348	NumOfProducts	NumOfProducts2
Customer15604348	HasCrCard	HasCrCardNo
Customer15604348	IsActiveMember	IsActiveMemberNo
